uf,cargo,turno,instituto_bruto,campo_inicio,campo_fim,amostra,margem_erro,cenario,candidato,partido,percentual,outros,indecisos,secao,tabela,ordem_col,pagina,revid
SC,governador,1,Neokemp,2025-12-22,2025-12-23,1200,2.8,1,Adriano Silva,NOVO,9.6,,11.5,Primeiro Turno (Governador) > 2025,3,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,1,Neokemp,2025-12-22,2025-12-23,1200,2.8,1,Afrânio Boppré,PSOL,2.9,,11.5,Primeiro Turno (Governador) > 2025,3,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,1,Neokemp,2025-12-22,2025-12-23,1200,2.8,2,Jorginho Mello,PL,44.7,,16.4,Primeiro Turno (Governador) > 2025,3,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,1,Neokemp,2025-12-22,2025-12-23,1200,2.8,2,João Rodrigues,PSD,24.0,,16.4,Primeiro Turno (Governador) > 2025,3,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,1,Neokemp,2025-12-22,2025-12-23,1200,2.8,2,Décio Lima,PT,8.9,,16.4,Primeiro Turno (Governador) > 2025,3,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,1,Neokemp,2025-12-22,2025-12-23,1200,2.8,2,Afrânio Boppré,PSOL,6.1,,16.4,Primeiro Turno (Governador) > 2025,3,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,Jorginho Mello,PL,56.0,,20.0,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,4,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,João Rodrigues,PSD,24.0,,20.0,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,Jorginho Mello,PL,60.6,,11.2,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,4,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,João Rodrigues,PSD,28.3,,11.2,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Jorginho Mello,PL,63.6,,20.2,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,4,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,Veritá,2026-05-27,2026-05-31,1525,2.5,1,João Rodrigues,PSD,16.2,,20.2,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,Jorginho Mello,PL,53.1,,16.6,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,4,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,governador,2,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,João Rodrigues,PSD,30.3,,16.6,Segundo Turno (Governador) > Jorginho Mello e João Rodrigues,4,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP,2026-08-24,2026-08-25,1008,3.1,1,Carlos Bolsonaro,PL,40.3,18.66,18.0,Senador > 2026 > Agosto - Outubro,5,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP,2026-08-24,2026-08-25,1008,3.1,1,Caroline De Toni,PL,47.9,18.66,18.0,Senador > 2026 > Agosto - Outubro,5,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP,2026-08-24,2026-08-25,1008,3.1,1,Esperidião Amin,PP,38.8,18.66,18.0,Senador > 2026 > Agosto - Outubro,5,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP,2026-08-24,2026-08-25,1008,3.1,1,Décio Lima,PT,24.7,18.66,18.0,Senador > 2026 > Agosto - Outubro,5,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP,2026-08-24,2026-08-25,1008,3.1,1,Afrânio Boppré,PSOL,11.8,18.66,18.0,Senador > 2026 > Agosto - Outubro,5,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,Carlos Bolsonaro,PL,16.0,8.0,34.0,Senador > 2026 > Agosto - Outubro,5,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,Caroline De Toni,PL,12.0,8.0,34.0,Senador > 2026 > Agosto - Outubro,5,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,Esperidião Amin,PP,19.0,8.0,34.0,Senador > 2026 > Agosto - Outubro,5,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,Décio Lima,PT,9.0,8.0,34.0,Senador > 2026 > Agosto - Outubro,5,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Genial/Quaest,2026-08-20,2026-08-23,804,3.0,1,Afrânio Boppré,PSOL,2.0,8.0,34.0,Senador > 2026 > Agosto - Outubro,5,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-07-22,2026-07-24,1008,3.1,1,Carlos Bolsonaro,PL,47.6,17.1,24.1,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-07-22,2026-07-24,1008,3.1,1,Caroline De Toni,PL,44.7,17.1,24.1,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-07-22,2026-07-24,1008,3.1,1,Esperidião Amin,PP,25.7,17.1,24.1,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-07-22,2026-07-24,1008,3.1,1,Décio Lima,PT,25.6,17.1,24.1,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-07-22,2026-07-24,1008,3.1,1,Afrânio Boppré,PSOL,15.0,17.1,24.1,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-17,2026-06-22,1008,3.1,1,Carlos Bolsonaro,PL,20.8,3.3,29.1,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-17,2026-06-22,1008,3.1,1,Caroline De Toni,PL,17.8,3.3,29.1,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-17,2026-06-22,1008,3.1,1,Esperidião Amin,PP,18.3,3.3,29.1,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-17,2026-06-22,1008,3.1,1,Décio Lima,PT,7.8,3.3,29.1,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-17,2026-06-22,1008,3.1,1,Afrânio Boppré,PSOL,2.9,3.3,29.1,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,IPC,2026-07-09,2026-07-13,1050,3.3,1,Carlos Bolsonaro,PL,38.6,16.0,38.4,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,IPC,2026-07-09,2026-07-13,1050,3.3,1,Caroline De Toni,PL,39.0,16.0,38.4,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,IPC,2026-07-09,2026-07-13,1050,3.3,1,Esperidião Amin,PP,34.1,16.0,38.4,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,IPC,2026-07-09,2026-07-13,1050,3.3,1,Décio Lima,PT,27.0,16.0,38.4,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,IPC,2026-07-09,2026-07-13,1050,3.3,1,Afrânio Boppré,PSOL,7.0,16.0,38.4,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,1,Carlos Bolsonaro,PL,47.5,2.1,27.6,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,1,Caroline De Toni,PL,48.0,2.1,27.6,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,1,Esperidião Amin,PP,31.5,2.1,27.6,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,1,Décio Lima,PT,27.3,2.1,27.6,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,1,Afrânio Boppré,PSOL,16.0,2.1,27.6,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,2,Carlos Bolsonaro,PL,47.6,20.7,25.3,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,2,Caroline De Toni,PL,40.0,20.7,25.3,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,2,Esperidião Amin,PP,22.3,20.7,25.3,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,2,Décio Lima,PT,23.5,20.7,25.3,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp/OCP News,2026-06-15,2026-06-16,1008,3.1,2,Afrânio Boppré,PSOL,20.5,20.7,25.3,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-08,2026-06-11,1008,3.1,1,Carlos Bolsonaro,PL,22.2,,23.4,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-08,2026-06-11,1008,3.1,1,Caroline De Toni,PL,20.6,,23.4,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-08,2026-06-11,1008,3.1,1,Esperidião Amin,PP,19.5,,23.4,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-08,2026-06-11,1008,3.1,1,Décio Lima,PT,9.9,,23.4,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-06-08,2026-06-11,1008,3.1,1,Afrânio Boppré,PSOL,4.4,,23.4,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,Carlos Bolsonaro,PL,37.3,19.1,39.3,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,Caroline De Toni,PL,34.1,19.1,39.3,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,Esperidião Amin,PP,48.6,19.1,39.3,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,Décio Lima,PT,18.8,19.1,39.3,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,1,Afrânio Boppré,PSOL,2.8,19.1,39.3,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,2,Carlos Bolsonaro,PL,41.3,4.5,43.5,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,2,Caroline De Toni,PL,37.0,4.5,43.5,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,2,Esperidião Amin,PP,49.7,4.5,43.5,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,2,Décio Lima,PT,19.5,4.5,43.5,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Futura Inteligência,2026-06-01,2026-06-03,800,3.5,2,Afrânio Boppré,PSOL,4.3,4.5,43.5,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Carlos Bolsonaro,PL,60.3,3.1,,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Caroline De Toni,PL,47.0,3.1,,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Esperidião Amin,PP,31.1,3.1,,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Décio Lima,PT,26.6,3.1,,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Afrânio Boppré,PSOL,14.9,3.1,,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Gilson Marques,NOVO,7.4,3.1,,Senador > 2026 > Janeiro - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-05-27,2026-05-31,1525,2.5,1,Vinicius Lummertz,MDB,0.5,3.1,,Senador > 2026 > Janeiro - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-05-04,2026-05-06,1008,3.1,1,Carlos Bolsonaro,PL,52.9,1.7,27.7,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-05-04,2026-05-06,1008,3.1,1,Caroline De Toni,PL,47.0,1.7,27.7,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-05-04,2026-05-06,1008,3.1,1,Esperidião Amin,PP,32.4,1.7,27.7,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-05-04,2026-05-06,1008,3.1,1,Décio Lima,PT,25.0,1.7,27.7,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Neokemp,2026-05-04,2026-05-06,1008,3.1,1,Afrânio Boppré,PSOL,13.4,1.7,27.7,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Carlos Bolsonaro,PL,58.7,7.3,,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Caroline De Toni,PL,55.7,7.3,,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Esperidião Amin,PP,27.6,7.3,,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Décio Lima,PT,24.3,7.3,,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Carlos Chiodini,MDB,8.9,7.3,,Senador > 2026 > Janeiro - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Clésio Salvaro,PSD,10.7,7.3,,Senador > 2026 > Janeiro - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Gilson Marques,NOVO,6.4,7.3,,Senador > 2026 > Janeiro - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Veritá,2026-03-29,2026-04-04,1525,2.5,1,Vinicius Lummertz,MDB,0.5,7.3,,Senador > 2026 > Janeiro - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,Carlos Bolsonaro,PL,18.3,,7.8,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,Caroline De Toni,PL,30.7,,7.8,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,Esperidião Amin,PP,20.1,,7.8,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,Décio Lima,PT,13.4,,7.8,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,AltasIntel,2026-03-25,2026-03-30,1280,3.0,1,Afrânio Boppré,PSOL,9.7,,7.8,Senador > 2026 > Janeiro - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-02-26,2026-03-03,1008,3.1,1,Carlos Bolsonaro,PL,23.4,,23.2,Senador > 2026 > Janeiro - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-02-26,2026-03-03,1008,3.1,1,Caroline De Toni,PL,22.0,,23.2,Senador > 2026 > Janeiro - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-02-26,2026-03-03,1008,3.1,1,Esperidião Amin,PP,21.9,,23.2,Senador > 2026 > Janeiro - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Mapa/Jovem Pan,2026-02-26,2026-03-03,1008,3.1,1,Décio Lima,PT,9.6,,23.2,Senador > 2026 > Janeiro - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Carlos Bolsonaro,PL,27.0,,23.0,Senador > 2025,7,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Esperidião Amin,PP,21.0,,23.0,Senador > 2025,7,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Décio Lima,PT,14.0,,23.0,Senador > 2025,7,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Tânia Ramos,PSOL,5.0,,23.0,Senador > 2025,7,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Carlos Chiodini,MDB,4.0,,23.0,Senador > 2025,7,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Clésio Salvaro,PSD,3.0,,23.0,Senador > 2025,7,11,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Gilson Marques,NOVO,2.0,,23.0,Senador > 2025,7,12,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,1,Vinicius Lummertz,MDB,1.0,,23.0,Senador > 2025,7,13,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Carlos Bolsonaro,PL,25.0,,22.0,Senador > 2025,7,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Caroline De Toni,PL,25.0,,22.0,Senador > 2025,7,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Décio Lima,PT,15.0,,22.0,Senador > 2025,7,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Tânia Ramos,PSOL,5.0,,22.0,Senador > 2025,7,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Carlos Chiodini,MDB,5.0,,22.0,Senador > 2025,7,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Clésio Salvaro,PSD,3.0,,22.0,Senador > 2025,7,11,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Gilson Marques,NOVO,2.0,,22.0,Senador > 2025,7,12,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,2,Vinicius Lummertz,MDB,1.0,,22.0,Senador > 2025,7,13,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Caroline De Toni,PL,24.0,,24.0,Senador > 2025,7,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Esperidião Amin,PP,21.0,,24.0,Senador > 2025,7,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Décio Lima,PT,14.0,,24.0,Senador > 2025,7,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Tânia Ramos,PSOL,5.0,,24.0,Senador > 2025,7,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Carlos Chiodini,MDB,4.0,,24.0,Senador > 2025,7,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Clésio Salvaro,PSD,3.0,,24.0,Senador > 2025,7,11,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
