instituto,data_campo_inicio,data_campo_fim,data_divulgacao,metodologia,cenario,candidato,percentual,rejeicao,margem_erro,registro_tse,url,observacao
Ideia (Meio/Ideia),2026-01-08,2026-01-12,2026-01-13,n=2000; contratante Canal Meio,espontânea,Ronaldo Caiado,0.7,,2.2,BR-06731/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-meio-ideia-presidente-republica-janeiro-2026/,
Ideia (Meio/Ideia),2026-01-08,2026-01-12,2026-01-13,n=2000; contratante Canal Meio,espontânea,Tarcísio de Freitas,6.1,,2.2,BR-06731/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-meio-ideia-presidente-republica-janeiro-2026/,
Ideia (Meio/Ideia),2026-01-08,2026-01-12,2026-01-13,n=2000; contratante Canal Meio,espontânea,brancos e nulos,7.7,,2.2,BR-06731/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-meio-ideia-presidente-republica-janeiro-2026/,
Ideia (Meio/Ideia),2026-01-08,2026-01-12,2026-01-13,n=2000; contratante Canal Meio,espontânea,não sabe,27.4,,2.2,BR-06731/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-meio-ideia-presidente-republica-janeiro-2026/,
Ideia (Meio/Ideia),2026-01-08,2026-01-12,2026-01-13,n=2000; contratante Canal Meio,espontânea,outros,1.0,,2.2,BR-06731/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-meio-ideia-presidente-republica-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Aldo Rebelo,1,27,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Flávio Bolsonaro,23,55,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Lula,36,54,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,contratante Banco Genial S.A.; rejeição = 'conhece e não votaria'; cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Ratinho Junior,7,41,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Renan Santos,1,21,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Romeu Zema,2,36,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Ronaldo Caiado,3,36,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,Tarcísio de Freitas,9,43,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,brancos e nulos,11,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",1º turno,não sabe,7,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário principal com Tarcísio e Ratinho Junior; Caiado então no União Brasil
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Aldo Rebelo,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Flávio Bolsonaro,26,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Lula,35,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Ratinho Junior,9,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Renan Santos,1,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Romeu Zema,3,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",Ronaldo Caiado,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",brancos e nulos,12,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 2",não sabe,8,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 2: sem Tarcísio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",Aldo Rebelo,3,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",Lula,39,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",Renan Santos,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",Ronaldo Caiado,5,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",Tarcísio de Freitas,27,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",brancos e nulos,14,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 3",não sabe,8,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 3: Tarcísio no lugar de Flávio
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",Aldo Rebelo,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",Flávio Bolsonaro,23,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",Lula,40,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",Renan Santos,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",Tarcísio de Freitas,14,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",brancos e nulos,12,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 4",não sabe,7,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,"cenário 4: Flávio e Tarcísio, sem outros governadores"
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",Aldo Rebelo,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",Flávio Bolsonaro,28,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",Lula,37,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",Ratinho Junior,11,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",Renan Santos,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",brancos e nulos,13,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 5",não sabe,7,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 5: Flávio e Ratinho Junior
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",Aldo Rebelo,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",Flávio Bolsonaro,32,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",Lula,39,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",Renan Santos,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",Romeu Zema,5,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",brancos e nulos,13,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 6",não sabe,7,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 6: Flávio e Zema
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",Aldo Rebelo,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",Flávio Bolsonaro,31,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",Lula,38,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",Renan Santos,2,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",Ronaldo Caiado,5,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",brancos e nulos,14,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004","1º turno, cenário 7",não sabe,8,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,cenário 7: Flávio e Caiado
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Aldo Rebelo,Aldo Rebelo,27,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Aldo Rebelo,Lula,45,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Aldo Rebelo,brancos e nulos,24,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Aldo Rebelo,não sabe,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Flávio Bolsonaro,Flávio Bolsonaro,38,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Flávio Bolsonaro,Lula,44,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Flávio Bolsonaro,brancos e nulos,13,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Flávio Bolsonaro,não sabe,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Ratinho Junior,Lula,43,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Ratinho Junior,Ratinho Junior,36,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Ratinho Junior,brancos e nulos,17,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Ratinho Junior,não sabe,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Renan Santos,Lula,46,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Renan Santos,Renan Santos,26,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Renan Santos,brancos e nulos,24,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Renan Santos,não sabe,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Romeu Zema,Lula,46,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Romeu Zema,Romeu Zema,31,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Romeu Zema,brancos e nulos,19,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Romeu Zema,não sabe,4,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
Quaest,2026-01-08,2026-01-11,2026-01-14,"presencial, n=2004",2º turno Lula x Ronaldo Caiado,Lula,44,,2,BR-00835/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-janeiro-2026/,
